Date,week_num,A,B,C,D
20/04/2021,851,0,0,0,0
27/04/2021,852,1,0,0,0
04/05/2021,853,0,0,0,0
11/05/2021,854,0,0,0,0
18/05/2021,855,0,0,0,0
25/05/2021,856,0,0,0,0
01/06/2021,857,1,0,0,0
08/06/2021,858,0,0,0,0
15/06/2021,859,0,0,0,0
22/06/2021,860,0,0,0,0
29/06/2021,861,1,0,0,0
06/07/2021,862,0,0,0,0
13/07/2021,863,0,0,0,0
20/07/2021,864,0,0,0,0
27/07/2021,865,2,0,0,0
03/08/2021,866,0,0,0,0
10/08/2021,867,1,0,0,0
17/08/2021,868,0,0,0,0
24/08/2021,869,1,0,0,0
31/08/2021,870,0,0,0,0
07/09/2021,871,0,0,0,0
14/09/2021,872,0,0,0,0
21/09/2021,873,0,0,0,0
28/09/2021,874,0,0,1,0
05/10/2021,875,0,1,0,1
12/10/2021,876,1,0,0,0
19/10/2021,877,0,0,0,0
26/10/2021,878,0,1,0,0
02/11/2021,879,0,0,1,0
09/11/2021,880,0,0,0,1
16/11/2021,881,0,0,0,0
23/11/2021,882,0,0,0,0
30/11/2021,883,0,0,0,0
07/12/2021,884,0,0,0,0
14/12/2021,885,0,0,0,0
21/12/2021,886,0,0,0,0
28/12/2021,887,0,0,0,0
04/01/2022,888,0,0,0,0
11/01/2022,889,0,0,0,0
18/01/2022,890,0,0,0,0
25/01/2022,891,0,0,0,0
01/02/2022,892,0,0,0,0
08/02/2022,893,1,1,0,0
15/02/2022,894,0,0,0,0
22/02/2022,895,0,0,0,0
01/03/2022,896,0,0,0,0
08/03/2022,897,0,1,0,0
15/03/2022,898,0,0,0,0
22/03/2022,899,0,0,0,0
29/03/2022,900,0,0,0,0
05/04/2022,901,0,0,0,0
12/04/2022,902,0,0,0,0
19/04/2022,903,0,0,0,0
26/04/2022,904,1,0,1,0
03/05/2022,905,1,0,0,0
10/05/2022,906,0,0,0,0
17/05/2022,907,0,0,0,0
24/05/2022,908,0,0,0,0
31/05/2022,909,0,0,0,0
07/06/2022,910,0,0,0,0
14/06/2022,911,0,0,0,0
21/06/2022,912,1,0,1,0
28/06/2022,913,0,0,0,0
05/07/2022,914,0,0,0,0
12/07/2022,915,0,0,0,0
19/07/2022,916,1,0,0,0
26/07/2022,917,0,0,0,0
02/08/2022,918,0,0,0,0
09/08/2022,919,0,0,0,0
16/08/2022,920,0,0,0,0
23/08/2022,921,0,0,0,0
30/08/2022,922,1,0,0,0
06/09/2022,923,1,0,0,0
13/09/2022,924,0,0,0,0
20/09/2022,925,0,0,0,0
27/09/2022,926,0,0,1,0
04/10/2022,927,0,0,0,0
11/10/2022,928,0,0,0,0
18/10/2022,929,0,0,0,0
25/10/2022,930,0,0,0,0
01/11/2022,931,0,0,0,0
08/11/2022,932,0,0,0,0
15/11/2022,933,1,0,0,0
