"Date","week_num","A","B","C","D","E","F","G","H"
"09/02/2015",581,0,0,0,1,0,0,0,0
"16/02/2015",582,0,0,0,0,0,0,0,0
"23/02/2015",583,0,0,0,0,0,0,0,0
"02/03/2015",584,0,0,0,0,0,0,0,0
"09/03/2015",585,0,0,0,0,0,0,0,0
"16/03/2015",586,0,0,0,0,0,0,0,1
"23/03/2015",587,0,0,0,0,0,0,0,0
"30/03/2015",588,0,0,0,0,0,0,0,0
"06/04/2015",589,0,0,0,0,0,0,0,0
"13/04/2015",590,0,0,0,0,0,0,0,0
"20/04/2015",591,0,0,0,0,0,0,0,1
"27/04/2015",592,0,0,0,0,0,0,0,1
"04/05/2015",593,0,0,0,1,0,0,0,2
"11/05/2015",594,0,0,0,0,0,0,0,0
"18/05/2015",595,0,0,0,0,0,0,0,3
"25/05/2015",596,0,0,0,0,0,0,0,0
"01/06/2015",597,0,0,0,0,0,0,0,1
"08/06/2015",598,0,0,0,0,0,0,0,1
"15/06/2015",599,0,0,0,0,0,0,0,0
"22/06/2015",600,0,0,0,0,0,0,0,0
"29/06/2015",601,0,0,0,0,0,0,0,3
"06/07/2015",602,0,0,0,0,0,0,0,0
"13/07/2015",603,0,0,0,0,0,0,0,0
"20/07/2015",604,0,0,0,0,1,0,0,0
"27/07/2015",605,0,0,0,1,0,0,0,0
"03/08/2015",606,0,0,0,0,0,0,0,1
"10/08/2015",607,0,0,0,1,0,0,0,1
"17/08/2015",608,0,0,0,0,1,0,0,0
"24/08/2015",609,0,0,0,1,0,0,0,0
"31/08/2015",610,0,0,0,1,1,0,0,0
"07/09/2015",611,0,0,0,0,0,0,0,0
"14/09/2015",612,0,0,0,2,0,0,0,1
"21/09/2015",613,0,0,0,1,0,0,0,0
"28/09/2015",614,0,0,0,1,0,0,0,0
"05/10/2015",615,0,0,0,0,0,0,0,0
"12/10/2015",616,0,0,0,0,0,0,0,1
"19/10/2015",617,0,0,0,1,0,0,0,0
"26/10/2015",618,0,0,0,0,0,0,0,0
"02/11/2015",619,0,0,0,0,0,0,0,0
"09/11/2015",620,0,0,0,0,0,0,0,0
"16/11/2015",621,0,0,0,0,0,0,0,1
"23/11/2015",622,0,0,0,0,0,0,0,0
"30/11/2015",623,0,0,0,1,0,0,0,0
"07/12/2015",624,0,0,0,0,0,0,0,0
"14/12/2015",625,0,0,0,0,0,0,0,1
"21/12/2015",626,0,0,0,0,0,0,0,0
"28/12/2015",627,0,0,0,0,0,0,0,0
"04/01/2016",628,0,0,0,0,0,0,0,0
"11/01/2016",629,0,0,0,0,1,0,0,2
"18/01/2016",630,0,0,0,0,0,0,0,0
"25/01/2016",631,0,0,0,1,0,0,0,0
"01/02/2016",632,0,0,0,1,0,0,0,0
"08/02/2016",633,0,0,0,0,0,0,0,0
"15/02/2016",634,0,0,0,0,0,0,0,1
"22/02/2016",635,0,0,0,0,0,0,0,0
"29/02/2016",636,0,0,0,0,0,0,0,0
"07/03/2016",637,0,0,0,0,0,0,0,1
"14/03/2016",638,0,0,0,0,0,0,0,0
"21/03/2016",639,0,0,0,0,0,0,0,0
"28/03/2016",640,0,0,0,0,0,0,0,0
"04/04/2016",641,0,0,0,1,0,0,0,0
"11/04/2016",642,0,0,0,0,0,0,0,1
"18/04/2016",643,0,0,0,0,1,0,0,0
"25/04/2016",644,0,0,0,0,0,0,0,1
"02/05/2016",645,0,0,0,1,1,0,0,1
"09/05/2016",646,0,0,0,0,0,0,0,0
"16/05/2016",647,0,0,0,0,0,0,0,0
"23/05/2016",648,0,0,0,0,0,0,0,0
"30/05/2016",649,0,0,0,1,0,0,0,0
"06/06/2016",650,0,0,0,2,0,0,0,0
"13/06/2016",651,0,0,0,0,0,0,0,2
"20/06/2016",652,0,0,0,0,0,0,0,0
"27/06/2016",653,0,0,0,0,0,0,0,0
"04/07/2016",654,0,0,0,0,0,0,0,1
"11/07/2016",655,0,0,0,0,0,0,0,1
"18/07/2016",656,0,0,0,0,0,0,0,1
"25/07/2016",657,0,0,0,0,1,0,0,0
"01/08/2016",658,0,0,0,0,0,0,0,1
"08/08/2016",659,0,0,0,0,0,0,0,1
"15/08/2016",660,0,0,0,1,0,0,0,1
"22/08/2016",661,0,0,0,1,0,0,0,0
"29/08/2016",662,0,0,0,1,0,0,0,0
"05/09/2016",663,0,0,0,0,0,0,0,1
"12/09/2016",664,0,0,0,0,0,0,0,1
"19/09/2016",665,0,0,0,0,0,0,0,1
"26/09/2016",666,0,0,0,1,0,0,0,2
"03/10/2016",667,0,0,0,1,0,0,0,1
"10/10/2016",668,0,0,0,0,0,0,0,2
"17/10/2016",669,0,0,0,0,0,0,0,1
"24/10/2016",670,0,0,0,0,0,0,0,0
"31/10/2016",671,0,0,0,0,0,0,0,0
"07/11/2016",672,0,0,0,0,0,0,0,0
"14/11/2016",673,0,0,0,0,0,0,0,0
"21/11/2016",674,0,0,0,0,0,0,0,0
"28/11/2016",675,0,0,0,0,0,0,0,0
"05/12/2016",676,0,0,0,0,0,0,0,0
"12/12/2016",677,0,0,0,0,0,0,0,0
"19/12/2016",678,0,0,0,0,0,0,0,1
"26/12/2016",679,0,0,0,0,0,0,0,3
"02/01/2017",680,0,0,0,0,0,0,0,1
"09/01/2017",681,0,0,0,0,0,0,0,1
"16/01/2017",682,0,0,0,1,0,0,0,0
"23/01/2017",683,0,0,0,0,0,0,0,1
"30/01/2017",684,0,0,0,1,0,0,0,0
"06/02/2017",685,0,0,0,0,0,0,0,0
"13/02/2017",686,0,0,0,0,0,0,0,0
"20/02/2017",687,0,0,0,0,0,0,0,1
"27/02/2017",688,0,0,0,0,0,0,0,0
"06/03/2017",689,0,0,0,0,0,0,0,0
"13/03/2017",690,0,0,0,0,0,0,0,1
"20/03/2017",691,0,0,0,0,0,0,0,1
"27/03/2017",692,0,0,0,0,0,0,0,0
"03/04/2017",693,0,0,0,1,0,0,0,1
"10/04/2017",694,0,0,0,0,0,0,0,1
"17/04/2017",695,0,0,0,0,0,0,0,0
"24/04/2017",696,0,0,0,0,0,0,0,1
"01/05/2017",697,0,0,0,0,1,0,0,1
"08/05/2017",698,0,0,0,0,0,0,0,0
"15/05/2017",699,0,0,0,0,0,0,0,1
"22/05/2017",700,0,0,0,0,0,0,0,0
"29/05/2017",701,0,0,0,0,0,0,0,1
"05/06/2017",702,0,0,0,0,0,0,0,2
"12/06/2017",703,0,0,0,0,0,0,0,1
"19/06/2017",704,0,0,0,0,0,0,0,0
"26/06/2017",705,0,0,0,0,0,0,0,1
"03/07/2017",706,0,0,0,0,0,0,0,0
"10/07/2017",707,0,0,0,0,0,0,0,1
"17/07/2017",708,0,0,0,0,0,0,0,0
"24/07/2017",709,0,0,0,0,0,0,0,1
"31/07/2017",710,0,0,0,0,0,0,0,1
"07/08/2017",711,0,0,0,0,0,0,0,2
"14/08/2017",712,0,0,0,0,0,0,0,0
"21/08/2017",713,0,0,0,0,0,0,0,1
"28/08/2017",714,0,0,0,0,0,0,0,0
"04/09/2017",715,0,0,0,1,0,0,0,3
"11/09/2017",716,0,0,0,0,0,0,0,0
"18/09/2017",717,0,0,0,1,0,0,0,0
"25/09/2017",718,0,0,0,0,0,0,0,0
"02/10/2017",719,0,0,0,0,0,0,0,1
"09/10/2017",720,0,0,0,0,0,0,0,0
"16/10/2017",721,0,0,0,1,0,0,0,0
"23/10/2017",722,0,0,0,0,0,0,0,0
"30/10/2017",723,0,0,0,0,0,0,0,1
"06/11/2017",724,0,0,0,0,0,0,0,0
"13/11/2017",725,0,0,0,0,0,0,0,0
"20/11/2017",726,0,0,0,0,0,0,0,1
"27/11/2017",727,0,0,0,0,0,0,0,0
"04/12/2017",728,0,0,0,0,0,0,0,0
"11/12/2017",729,0,0,0,0,0,0,0,0
"18/12/2017",730,0,0,0,0,0,0,0,1
"25/12/2017",731,0,0,0,0,0,0,0,0
"01/01/2018",732,0,0,0,0,1,0,0,1
"08/01/2018",733,0,0,0,1,0,0,0,0
"15/01/2018",734,0,0,0,0,0,0,0,3
"22/01/2018",735,0,0,0,0,0,0,0,2
"29/01/2018",736,0,0,0,0,0,0,0,2
"05/02/2018",737,0,0,0,0,0,0,0,2
"12/02/2018",738,0,0,0,0,0,0,0,0
"19/02/2018",739,0,0,0,1,0,0,0,1
"26/02/2018",740,0,0,0,0,0,0,0,0
"05/03/2018",741,0,0,0,1,0,0,0,1
"12/03/2018",742,0,0,0,0,0,0,0,2
"19/03/2018",743,0,0,0,0,0,0,0,0
"26/03/2018",744,0,0,0,0,0,0,0,0
"02/04/2018",745,0,0,0,0,0,0,0,0
"09/04/2018",746,0,0,0,0,0,0,0,2
"16/04/2018",747,0,0,0,0,0,0,0,0
"23/04/2018",748,0,0,0,0,0,0,0,0
"30/04/2018",749,0,0,0,1,0,1,0,1
"07/05/2018",750,0,0,0,0,0,0,0,1
"14/05/2018",751,0,0,0,0,0,0,0,0
"21/05/2018",752,0,0,0,0,0,0,0,0
"28/05/2018",753,0,0,0,0,0,0,0,1
"04/06/2018",754,0,0,0,1,0,0,0,1
"11/06/2018",755,0,0,0,0,0,0,0,0
"18/06/2018",756,0,0,0,0,0,0,0,1
"25/06/2018",757,0,0,0,0,0,0,0,0
"02/07/2018",758,0,0,0,0,0,0,0,1
"09/07/2018",759,0,0,0,0,0,0,0,0
"16/07/2018",760,0,0,0,0,0,0,0,0
"23/07/2018",761,0,0,0,0,0,0,0,1
"30/07/2018",762,0,0,0,0,0,0,0,2
"06/08/2018",763,0,0,0,0,0,0,0,0
"13/08/2018",764,0,0,0,0,0,0,0,1
"20/08/2018",765,0,0,0,0,1,0,0,1
"27/08/2018",766,0,0,0,0,0,0,0,0
"03/09/2018",767,0,0,0,0,0,0,0,3
"10/09/2018",768,0,0,0,0,0,0,0,0
"17/09/2018",769,0,0,0,0,0,0,0,1
"24/09/2018",770,0,0,0,0,0,0,0,0
"01/10/2018",771,0,0,0,1,0,0,0,0
"08/10/2018",772,0,0,0,1,0,0,0,0
"15/10/2018",773,0,0,0,0,0,0,0,1
"22/10/2018",774,0,0,0,0,0,0,0,0
"29/10/2018",775,0,0,0,0,0,0,0,0
"05/11/2018",776,0,0,0,0,0,0,0,1
"12/11/2018",777,0,0,0,0,0,0,0,0
"19/11/2018",778,0,0,0,0,0,0,0,1
"26/11/2018",779,0,0,0,1,0,0,0,0
"03/12/2018",780,0,0,0,0,0,0,0,1
"10/12/2018",781,0,0,0,0,0,0,0,1
"17/12/2018",782,0,0,0,0,0,0,0,1
"24/12/2018",783,0,0,0,0,1,0,0,0
"31/12/2018",784,0,0,0,1,0,0,0,0
"07/01/2019",785,0,0,0,0,0,0,0,2
"14/01/2019",786,0,0,0,0,0,0,1,1
"21/01/2019",787,0,0,0,0,0,0,0,0
"28/01/2019",788,0,0,0,0,1,0,0,1
"04/02/2019",789,0,0,0,0,1,0,0,1
"11/02/2019",790,0,0,0,0,0,0,0,0
"18/02/2019",791,0,0,0,0,0,0,0,1
"25/02/2019",792,0,0,0,0,0,0,0,1
"04/03/2019",793,0,0,0,0,0,0,0,0
"11/03/2019",794,0,0,0,0,0,0,0,0
"18/03/2019",795,0,0,0,1,0,0,0,1
"25/03/2019",796,0,0,0,0,0,0,0,0
"01/04/2019",797,0,0,0,0,2,0,0,0
"08/04/2019",798,0,0,0,0,0,0,0,1
"15/04/2019",799,0,0,0,0,0,0,0,0
"22/04/2019",800,0,0,0,0,0,0,0,1
"29/04/2019",801,0,0,0,0,0,0,0,0
"06/05/2019",802,0,0,0,0,0,0,0,1
"13/05/2019",803,0,0,0,0,0,0,0,1
"20/05/2019",804,0,0,0,0,0,0,0,0
"27/05/2019",805,0,0,0,1,0,0,0,0
"03/06/2019",806,0,0,0,0,2,0,0,3
"10/06/2019",807,0,0,0,0,0,0,0,2
"17/06/2019",808,0,0,0,0,0,0,0,1
"24/06/2019",809,0,0,0,0,0,0,0,0
"01/07/2019",810,0,0,0,0,0,0,0,1
"08/07/2019",811,0,0,0,0,0,0,0,0
"15/07/2019",812,0,0,0,0,0,0,0,1
"22/07/2019",813,0,0,0,0,0,0,0,1
"29/07/2019",814,0,0,0,0,0,0,0,0
"05/08/2019",815,0,0,0,0,0,0,0,0
"12/08/2019",816,0,0,0,0,1,0,0,2
"19/08/2019",817,0,0,0,0,0,0,0,0
"26/08/2019",818,0,0,0,0,0,0,0,1
"02/09/2019",819,0,0,0,0,0,0,0,0
"09/09/2019",820,0,0,0,0,0,0,0,2
"16/09/2019",821,0,0,0,0,1,0,0,0
"23/09/2019",822,0,0,0,0,0,0,0,0
"30/09/2019",823,0,0,0,0,0,0,0,1
"07/10/2019",824,0,0,0,0,0,0,0,0
"14/10/2019",825,0,0,0,0,0,0,0,1
"21/10/2019",826,0,0,0,0,0,0,0,0
"28/10/2019",827,0,0,0,0,0,0,0,1
"04/11/2019",828,0,0,0,0,0,1,0,1
"11/11/2019",829,0,0,0,0,0,0,0,0
"18/11/2019",830,0,0,0,0,0,0,0,0
"25/11/2019",831,0,0,0,0,0,0,0,0
"02/12/2019",832,0,0,0,0,0,0,0,0
"09/12/2019",833,0,0,0,0,0,0,0,0
"16/12/2019",834,0,0,0,0,0,0,0,0
"23/12/2019",835,0,0,0,0,0,0,1,0
"30/12/2019",836,0,0,0,0,0,0,0,2
"06/01/2020",837,0,0,0,0,0,0,0,0
"13/01/2020",838,0,0,0,0,0,0,0,1
"20/01/2020",839,0,0,0,0,0,1,0,0
"27/01/2020",840,0,0,0,0,0,0,1,0
"03/02/2020",841,0,0,0,0,0,0,0,0
"10/02/2020",842,0,0,0,0,0,1,0,1
"17/02/2020",843,0,0,0,0,0,0,0,0
"24/02/2020",844,0,0,0,0,0,1,0,1
"02/03/2020",845,0,0,0,0,0,1,0,0
"09/03/2020",846,0,0,0,0,0,0,0,0
"16/03/2020",847,0,0,0,0,1,1,0,0
"23/03/2020",848,0,0,0,0,0,0,0,0
"30/03/2020",849,0,0,0,0,0,0,0,0
"06/04/2020",850,0,0,0,0,0,0,0,1
"13/04/2020",851,0,0,0,0,0,0,0,0
"20/04/2020",852,0,0,0,0,0,0,0,2
"27/04/2020",853,0,0,0,0,0,0,0,0
"04/05/2020",854,0,0,0,1,0,0,0,0
"11/05/2020",855,0,0,0,0,0,1,0,0
"18/05/2020",856,0,0,0,0,0,0,0,0
"25/05/2020",857,0,0,0,0,0,0,0,0
"01/06/2020",858,0,0,1,0,0,0,0,0
"08/06/2020",859,0,0,0,0,0,0,0,1
"15/06/2020",860,0,0,0,1,0,1,0,0
"22/06/2020",861,0,0,0,0,0,0,0,0
"29/06/2020",862,0,0,0,0,0,0,0,0
"06/07/2020",863,0,0,0,0,0,0,0,0
"13/07/2020",864,0,0,0,0,0,0,0,1
"20/07/2020",865,0,0,0,0,0,0,0,1
"27/07/2020",866,0,0,0,0,0,0,0,0
"03/08/2020",867,0,0,0,0,0,0,0,1
"10/08/2020",868,0,0,0,0,0,0,0,0
"17/08/2020",869,0,0,0,0,0,0,0,1
"24/08/2020",870,0,0,0,0,0,0,0,0
"31/08/2020",871,0,0,0,0,0,0,0,1
"07/09/2020",872,0,0,0,0,0,0,0,0
"14/09/2020",873,0,0,0,0,0,0,0,1
"21/09/2020",874,0,0,0,0,0,1,0,1
"28/09/2020",875,0,0,0,0,0,0,0,2
"05/10/2020",876,0,0,0,0,0,0,1,1
"12/10/2020",877,0,0,0,0,0,0,0,1
"19/10/2020",878,0,0,0,0,0,0,0,0
"26/10/2020",879,0,0,0,0,0,0,0,1
"02/11/2020",880,0,0,0,0,0,0,2,1
"09/11/2020",881,0,0,0,0,0,0,0,0
"16/11/2020",882,0,0,0,0,0,0,0,1
"23/11/2020",883,0,0,0,0,0,0,0,0
"30/11/2020",884,0,0,0,0,0,0,0,0
"07/12/2020",885,0,0,0,0,0,0,0,0
"14/12/2020",886,0,0,0,0,0,1,0,0
"21/12/2020",887,0,0,0,0,0,0,0,2
"28/12/2020",888,0,0,0,0,0,0,0,2
"04/01/2021",889,0,0,0,0,0,1,0,0
"11/01/2021",890,0,0,0,0,0,0,1,1
"18/01/2021",891,0,0,0,0,0,0,0,0
"25/01/2021",892,0,0,0,0,0,0,0,0
"01/02/2021",893,0,0,0,0,0,0,0,0
"08/02/2021",894,0,0,0,0,0,0,0,0
"15/02/2021",895,0,0,0,0,0,0,0,2
"22/02/2021",896,0,0,0,0,0,0,0,0
"01/03/2021",897,0,0,0,0,0,0,0,0
"08/03/2021",898,0,0,0,0,0,0,1,0
"15/03/2021",899,0,0,0,0,0,0,0,0
"22/03/2021",900,0,0,0,0,0,0,0,0
"29/03/2021",901,0,0,0,0,0,0,0,0
"05/04/2021",902,0,0,0,0,0,0,0,0
"12/04/2021",903,0,0,0,0,0,0,0,0
"19/04/2021",904,0,0,0,0,0,0,0,1
"26/04/2021",905,0,0,0,0,0,0,1,0
"03/05/2021",906,0,0,0,1,0,0,0,0
"10/05/2021",907,0,0,0,0,0,0,0,0
"17/05/2021",908,0,0,0,0,0,0,1,0
"24/05/2021",909,0,0,0,0,0,0,0,0
"31/05/2021",910,0,0,0,0,2,0,0,0
"07/06/2021",911,0,0,1,0,0,0,0,1
"14/06/2021",912,0,0,0,0,1,0,0,0
"21/06/2021",913,0,0,0,1,0,1,0,1
"28/06/2021",914,0,0,0,0,1,1,0,1
"05/07/2021",915,0,0,0,0,0,0,0,0
"12/07/2021",916,0,0,0,0,0,0,0,1
"19/07/2021",917,0,0,0,0,0,0,0,1
"26/07/2021",918,0,0,0,0,0,0,0,0
"02/08/2021",919,0,0,0,0,0,0,0,0
"09/08/2021",920,0,0,0,0,0,0,0,1
"16/08/2021",921,0,0,0,0,0,0,0,1
"23/08/2021",922,0,0,0,0,0,0,0,0
"30/08/2021",923,0,0,0,0,1,0,0,1
"06/09/2021",924,0,0,0,0,0,0,0,0
"13/09/2021",925,0,0,0,0,1,0,0,0
"20/09/2021",926,0,0,0,0,0,0,0,0
"27/09/2021",927,0,0,0,0,1,0,0,1
"04/10/2021",928,0,0,0,0,0,0,1,0
"11/10/2021",929,0,0,0,0,0,0,0,0
"18/10/2021",930,0,0,0,0,0,0,0,0
"25/10/2021",931,0,0,0,0,0,0,0,1
"01/11/2021",932,0,0,0,0,0,0,0,0
"08/11/2021",933,0,0,0,0,0,0,0,0
"15/11/2021",934,0,0,0,0,1,0,0,0
"22/11/2021",935,0,0,0,0,0,0,1,0
"29/11/2021",936,0,0,0,0,0,0,0,0
"06/12/2021",937,0,0,0,0,1,0,0,0
"13/12/2021",938,0,0,0,0,0,1,1,0
"20/12/2021",939,0,0,0,0,1,1,1,0
"27/12/2021",940,0,0,0,0,0,0,0,0
"03/01/2022",941,0,0,0,0,0,0,0,0
"10/01/2022",942,0,0,0,0,0,0,0,0
"17/01/2022",943,0,0,0,0,0,0,0,0
"24/01/2022",944,0,0,0,0,0,0,1,0
"31/01/2022",945,0,0,0,0,0,0,0,0
"07/02/2022",946,0,0,0,0,0,0,0,1
"14/02/2022",947,0,0,0,0,0,0,1,1
"21/02/2022",948,0,0,0,0,0,0,0,0
"28/02/2022",949,0,0,0,0,0,0,0,0
"07/03/2022",950,0,0,0,0,0,0,0,0
"14/03/2022",951,0,0,0,0,0,0,0,1
"21/03/2022",952,0,0,0,0,0,0,0,0
"28/03/2022",953,0,0,0,1,1,0,0,0
"04/04/2022",954,0,0,0,0,0,1,1,0
"11/04/2022",955,0,0,0,0,0,0,0,1
"18/04/2022",956,0,0,0,0,1,0,0,1
"25/04/2022",957,0,0,0,0,0,0,0,0
"02/05/2022",958,0,0,0,0,0,0,0,0
"09/05/2022",959,0,0,0,0,0,0,0,2
"16/05/2022",960,0,0,0,0,0,0,0,1
"23/05/2022",961,0,0,0,0,0,0,0,0
"30/05/2022",962,0,0,0,0,0,0,0,1
"06/06/2022",963,0,0,0,0,0,0,1,1
"13/06/2022",964,0,0,0,0,0,0,0,1
"20/06/2022",965,0,0,0,0,0,0,0,0
"27/06/2022",966,0,0,0,0,0,0,0,0
"04/07/2022",967,0,0,0,0,0,0,0,0
"11/07/2022",968,0,0,0,0,0,0,1,0
"18/07/2022",969,0,0,0,0,0,0,1,1
"25/07/2022",970,0,0,0,0,0,0,0,0
"01/08/2022",971,0,0,0,0,0,0,0,0
"08/08/2022",972,0,0,0,0,0,0,0,1
"15/08/2022",973,0,0,0,0,0,0,0,0
"22/08/2022",974,0,0,0,0,0,0,0,1
"29/08/2022",975,0,0,0,0,0,0,0,1
"05/09/2022",976,0,0,0,0,0,0,1,0
"12/09/2022",977,0,0,0,0,0,0,0,1
"19/09/2022",978,0,0,0,0,0,0,1,0
"26/09/2022",979,0,0,0,0,0,0,1,0
"03/10/2022",980,0,0,0,0,0,0,0,1
"10/10/2022",981,0,0,0,0,0,0,0,0
"17/10/2022",982,0,0,0,0,1,0,0,0
"24/10/2022",983,0,0,0,0,0,0,1,0
"31/10/2022",984,0,0,0,0,0,0,0,1
