label,ID,Source,Year,date,ESR number,Clades,Clades_B,tetA,other_AMR_genes,IncF,mobilisable_plasmids,other_conjugative,line
SBV103_plate02|2016.65027322404,SBV103,Bovine,2016,26/08/2016,16ER3160,B,D,0,0,1,1,0,1
SBV104_plate02|2016.66666666667,SBV104,Bovine,2016,1/09/2016,16ER3191,B,D,0,0,1,1,0,1
SBV105_plate02|2016.68579234973,SBV105,Bovine,2016,8/09/2016,16ER3311,C,H,0,0,1,1,0,1
SBV106_plate02|2016.69672131148,SBV106,Bovine,2016,12/09/2016,16ER3385,C,H,0,0,1,1,0,1
SBV107_plate02|2016.7349726776,SBV107,Bovine,2016,26/09/2016,16ER3584,B,D,0,0,1,1,0,1
SBV108_plate02|2016.74316939891,SBV108,Bovine,2016,29/09/2016,16ER3638,C,H,0,0,1,1,0,1
SBV109_plate02|2019.62191780822,SBV109,Bovine,2019,16/08/2019,19ER3240,C,H,0,0,1,0,0,1
SBV110_plate02|2016.7650273224,SBV110,Bovine,2016,7/10/2016,16ER3718,B,D,0,0,1,1,0,1
SBV111_plate02|2016.77595628415,SBV111,Bovine,2016,11/10/2016,16ER3736,C,H,0,0,1,1,0,1
SBV112_plate02|2016.80054644809,SBV112,Bovine,2016,20/10/2016,16ER3837,C,H,0,0,1,0,0,1
SBV113_plate02|2016.98907103825,SBV113,Human,2017,28/12/2016,17ER0064,C,H,0,0,1,1,0,1
SBV114_plate02|2016.98087431694,SBV114,Human,2017,25/12/2016,17ER0093,C,H,0,0,1,1,0,1
SBV115_plate02|2016.99180327869,SBV115,Human,2017,29/12/2016,17ER0094,C,H,0,0,1,1,0,1
SBV116_plate02|2017.05753424658,SBV116,Human,2017,22/01/2017,17ER0316,B,D,0,0,1,1,0,1
SBV117_plate02|2017.06301369863,SBV117,Human,2017,24/01/2017,17ER0327,C,H,0,0,1,1,0,1
SBV118_plate02|2017.21369863014,SBV118,Human,2017,20/03/2017,17ER1013,C,H,0,0,1,0,0,1
SBV119_plate02|2017.25479452055,SBV119,Human,2017,4/04/2017,17ER1201,B,D,0,0,1,1,0,1
SBV121_plate02|2017.68219178082,SBV121,Human,2017,7/09/2017,17ER3299,C,H,0,0,1,1,0,1
SBV122_plate02|2017.68219178082,SBV122,Human,2017,7/09/2017,17ER3341,C,H,0,0,1,1,0,1
SBV123_plate02|2017.42739726027,SBV123,Human,2017,6/06/2017,17ER3473,C,H,0,0,1,1,0,1
SBV124_plate02|2016.99180327869,SBV124,Ovine,2017,29/12/2016,17ER0016,C,H,0,0,1,1,0,1
SBV125_plate02|2017.00821917808,SBV125,Bovine,2017,4/01/2017,17ER0117,C,H,0,0,1,1,0,1
SBV126_plate03|2017.02739726027,SBV126,Bovine,2017,11/01/2017,17ER0167,C,H,0,0,1,0,0,1
SBV127_plate02|2017.08493150685,SBV127,Bovine,2017,1/02/2017,17ER0426,B,D,0,0,1,1,0,1
SBV128_plate02|2017.14794520548,SBV128,Bovine,2017,24/02/2017,17ER0638,C,H,0,0,1,1,0,1
SBV130_plate02|2017.2,SBV130,Bovine,2017,15/03/2017,17ER0914,C,H,0,0,1,1,0,1
SBV131_plate03|2017.25205479452,SBV131,Bovine,2017,3/04/2017,17ER1185,C,H,0,0,1,1,0,1
SBV132_plate02|2017.27945205479,SBV132,Bovine,2017,13/04/2017,17ER1320,C,H,1,6,1,0,1,1
