	Bayesian Skyline: combined_bovis_600mi_strictTVM.txt			
time	date	datetime	milliseconds	mean	median	upper	lower
2022.86	2022-11-09	2022-11-09T08:36:00	1667982960740	109.8356820706503	107.26875869600032	179.5269471303566	57.07363653475126
2022.3824997729243	2022-05-19	2022-05-19T01:41:53	1652924513580	109.8356820706503	107.26875869600032	179.5269471303566	57.07363653475126
2021.9049995458488	2021-11-25	2021-11-25T18:47:46	1637866066419	109.8356820706503	107.26875869600032	179.5269471303566	57.07363653475126
2021.4274993187732	2021-06-04	2021-06-04T11:53:39	1622807619258	109.8356820706503	107.26875869600032	179.5269471303566	57.07363653475126
2020.9499990916977	2020-12-11	2020-12-11T04:59:32	1607662772097	109.8356820706503	107.26875869600032	179.5269471303566	57.07363653475126
2020.4724988646221	2020-06-19	2020-06-19T22:05:24	1592604324936	112.9027487521619	109.63935441604941	180.28943102728118	65.17859421765769
2019.9949986375466	2019-12-28	2019-12-28T15:11:17	1577545877776	100.89635873337701	95.39001404051888	179.09571450792635	48.07026271770369
2019.517498410471	2019-07-07	2019-07-07T08:17:10	1562487430615	84.32389617197468	80.35430092496314	145.62081926210712	44.59118211787479
2019.0399981833955	2019-01-14	2019-01-14T01:23:03	1547428983454	87.76231425604448	81.87859523643472	165.6879277502991	43.05065417015941
2018.56249795632	2018-07-23	2018-07-23T18:28:56	1532370536294	149.30747355960645	143.36556991508652	260.63704117679293	76.18832090612065
2018.0849977292444	2018-01-30	2018-01-30T11:34:49	1517312089133	166.80295504642737	160.89524274919037	271.6571115435841	95.59915898399433
2017.6074975021688	2017-08-09	2017-08-09T04:40:41	1502253641972	159.25222426909863	158.31678184409438	271.2949139166294	58.535965204727624
2017.1299972750933	2017-02-15	2017-02-15T21:46:34	1487195194811	85.78718741762725	80.82985616999262	157.39978757686376	39.61689356717724
2016.6524970480177	2016-08-24	2016-08-24T14:52:27	1472050347650	57.45273001712052	54.17673172179835	105.8871883829734	28.19694366763757
2016.1749968209422	2016-03-03	2016-03-03T07:58:20	1456991900490	62.80059936503313	59.83916734483349	111.62476925774949	32.13499934294219
2015.6974965938666	2015-09-11	2015-09-11T01:04:13	1441933453329	59.13760219975547	55.8056579443977	112.31441663536773	25.775328600566702
2015.219996366791	2015-03-20	2015-03-20T18:10:06	1426875006168	47.56933953434239	40.51673914139145	102.26414782888405	19.91104348872472
2014.7424961397155	2014-09-27	2014-09-27T11:15:59	1411816559007	28.014745945253516	25.92407247923677	58.38797082842623	9.123884308667664
2014.26499591264	2014-04-06	2014-04-06T04:21:51	1396758111846	17.242118089603146	16.249939096815492	30.836300997349998	8.93369708336857
2013.7874956855644	2013-10-13	2013-10-13T21:27:44	1381699664684	23.293344975014115	22.738703769562232	36.29859969189288	13.580996199266412
2013.3099954584889	2013-04-22	2013-04-22T14:33:37	1366641217523	25.385265610748746	24.69298379807154	37.93132738010052	16.65701424397894
2012.8324952314133	2012-10-29	2012-10-29T07:39:30	1351496370362	25.387417936944182	24.700034648754958	37.91683571707588	16.651327375581044
2012.3549950043378	2012-05-08	2012-05-08T00:45:23	1336437923201	25.384076978814914	24.698802896743587	37.907662022316345	16.65049800684748
2011.8774947772622	2011-11-15	2011-11-15T17:51:16	1321379476041	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2011.3999945501866	2011-05-25	2011-05-25T10:57:08	1306321028880	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2010.922494323111	2010-12-02	2010-12-02T04:03:01	1291262581719	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2010.4449940960355	2010-06-10	2010-06-10T21:08:54	1276204134558	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2009.96749386896	2009-12-18	2009-12-18T14:14:47	1261145687398	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2009.4899936418844	2009-06-27	2009-06-27T07:20:40	1246087240237	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2009.012493414809	2009-01-04	2009-01-04T00:26:33	1231028793076	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2008.5349931877333	2008-07-12	2008-07-12T17:32:25	1215883945915	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2008.0574929606578	2008-01-20	2008-01-20T10:38:18	1200825498754	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2007.5799927335822	2007-07-30	2007-07-30T03:44:11	1185767051593	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2007.1024925065067	2007-02-05	2007-02-05T20:50:04	1170708604432	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2006.6249922794311	2006-08-15	2006-08-15T13:55:57	1155650157271	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2006.1474920523556	2006-02-22	2006-02-22T07:01:50	1140591710110	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2005.66999182528	2005-09-01	2005-09-01T00:07:42	1125533262949	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2005.1924915982045	2005-03-10	2005-03-10T17:13:35	1110474815788	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2004.714991371129	2004-09-16	2004-09-16T10:19:28	1095329968627	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2004.2374911440534	2004-03-26	2004-03-26T03:25:21	1080271521466	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2003.7599909169778	2003-10-03	2003-10-03T20:31:14	1065213074305	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2003.2824906899023	2003-04-12	2003-04-12T13:37:07	1050154627144	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2002.8049904628267	2002-10-20	2002-10-20T06:42:59	1035096179983	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2002.3274902357512	2002-04-28	2002-04-28T23:48:52	1020037732822	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2001.8499900086756	2001-11-05	2001-11-05T16:54:45	1004979285662	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2001.3724897816	2001-05-15	2001-05-15T10:00:38	989920838501	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2000.8949895545245	2000-11-21	2000-11-21T03:06:31	974775991340	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
2000.417489327449	2000-05-30	2000-05-30T20:12:24	959717544179	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1999.9399891003734	1999-12-08	1999-12-08T13:18:17	944659097019	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1999.4624888732978	1999-06-17	1999-06-17T06:24:09	929600649858	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1998.9849886462223	1998-12-24	1998-12-24T23:30:02	914542202697	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1998.5074884191467	1998-07-03	1998-07-03T16:35:55	899483755537	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1998.0299881920712	1998-01-10	1998-01-10T09:41:48	884425308376	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1997.5524879649956	1997-07-20	1997-07-20T02:47:41	869366861215	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1997.07498773792	1997-01-26	1997-01-26T19:53:34	854308414054	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1996.5974875108445	1996-08-04	1996-08-04T12:59:26	839163566892	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1996.119987283769	1996-02-12	1996-02-12T06:05:19	824105119731	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1995.6424870566934	1995-08-21	1995-08-21T23:11:12	809046672571	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1995.1649868296179	1995-02-28	1995-02-28T16:17:05	793988225410	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1994.6874866025423	1994-09-07	1994-09-07T09:22:58	778929778249	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1994.2099863754668	1994-03-17	1994-03-17T02:28:51	763871331088	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1993.7324861483912	1993-09-23	1993-09-23T19:34:43	748812883927	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1993.2549859213157	1993-04-02	1993-04-02T12:40:36	733754436766	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1992.77748569424	1992-10-09	1992-10-09T05:46:29	718609589605	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1992.2999854671646	1992-04-17	1992-04-17T22:52:22	703551142444	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1991.822485240089	1991-10-26	1991-10-26T15:58:15	688492695284	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1991.3449850130135	1991-05-05	1991-05-05T09:04:08	673434248123	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1990.867484785938	1990-11-12	1990-11-12T02:10:00	658375800962	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1990.3899845588624	1990-05-21	1990-05-21T19:15:53	643317353801	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1989.9124843317868	1989-11-28	1989-11-28T12:21:46	628258906642	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1989.4349841047112	1989-06-07	1989-06-07T05:27:39	613200459481	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
1988.9574838776357	1988-12-13	1988-12-13T22:33:32	598055612320	25.38347549663301	24.69874631982441	37.90642151664366	16.65049800684748
